entity	יֵשׁוּת
quickly	!מִיָּד
quick	!מִיָּד
fair	!דֵּי
evenhandedly	!דֵּי
as usual	כָּרָגִיל
there	שָׁם
there	שָׁמָּה
at that place	שָׁם
at that place	שָׁמָּה
in that location	שָׁם
in that location	שָׁמָּה
there	לְשָׁם
thither	שָׁמָּה
thither	לְשָׁם
there	!שָׁם
in that respect	!שָׁם
on that point	!שָׁם
change	הִתְחַלֵּף
change	הִשְׁתַּנָּה
mutely	!דּוּמָם
mutely	!דֹּם
wordlessly	!דּוּמָם
wordlessly	!דֹּם
silently	!דּוּמָם
silently	!דֹּם
taciturnly	!דּוּמָם
taciturnly	!דֹּם
afresh	מֵחָדָשׁ
anew	מֵחָדָשׁ
differently	אַחֶרֶת
otherwise	אַחֶרֶת
other than	אַחֶרֶת
angered	נִזְעָם
angered	זוֹעֵם
enraged	נִזְעָם
enraged	זוֹעֵם
furious	נִזְעָם
furious	זוֹעֵם
infuriated	נִזְעָם
infuriated	זוֹעֵם
maddened	נִזְעָם
maddened	זוֹעֵם
tow	גְּרִירָה
towage	גְּרִירָה
lift	הַעֲלָאָה
lift	הֲרָמָה
raise	הַעֲלָאָה
raise	הֲרָמָה
heave	הַעֲלָאָה
heave	הֲרָמָה
expulsion	!גֵּרוּשׁ
projection	!גֵּרוּשׁ
ejection	!גֵּרוּשׁ
forcing out	!גֵּרוּשׁ
belch	גְּרֶפְּץ
belch	גִּהוּק
belching	גְּרֶפְּץ
belching	גִּהוּק
burp	גְּרֶפְּץ
burp	גִּהוּק
burping	גְּרֶפְּץ
burping	גִּהוּק
eructation	גְּרֶפְּץ
eructation	גִּהוּק
then	אָז
so	אָז
and so	אָז
and then	אָז
blink	מִצְמוּץ
blink	עִפְעוּף
eye blink	מִצְמוּץ
eye blink	עִפְעוּף
blinking	מִצְמוּץ
blinking	עִפְעוּף
wink	מִצְמוּץ
wink	עִפְעוּף
winking	מִצְמוּץ
winking	עִפְעוּף
nictitation	מִצְמוּץ
nictitation	עִפְעוּף
nictation	מִצְמוּץ
nictation	עִפְעוּף
stay	!נִשְׁאַר
remain	!נִשְׁאַר
rest	!נִשְׁאַר
regardless	!לֹא
irrespective	!לֹא
disregardless	!לֹא
no matter	!לֹא
disregarding	!לֹא
vomit	הֲקָאָה
vomiting	הֲקָאָה
emesis	הֲקָאָה
regurgitation	הֲקָאָה
disgorgement	הֲקָאָה
puking	הֲקָאָה
once	!פַּעַם
one time	!פַּעַם
in one case	!פַּעַם
once	לְפָנִים
once	פַּעַם
formerly	לְפָנִים
formerly	פַּעַם
at one time	לְפָנִים
at one time	פַּעַם
erstwhile	לְפָנִים
erstwhile	פַּעַם
erst	לְפָנִים
erst	פַּעַם
hop	!נִתּוּר
simultaneously	בְּמַקְבִּיל
simultaneously	בּוֹזְמַנִּית
simultaneously	בּוֹ-זְמַנִּית
simultaneously	בָּהּ-בָּעֵת
simultaneously	בַּד-בְּבַד
at the same time	בְּמַקְבִּיל
at the same time	בּוֹזְמַנִּית
at the same time	בּוֹ-זְמַנִּית
at the same time	בָּהּ-בָּעֵת
at the same time	בַּד-בְּבַד
concurrently	!בְּעוֹד
at the same time	!בְּעוֹד
thus	כָּךְ
thus	כֹּה
thus	כָּכָה
thus	כֵּן
thusly	כָּךְ
thusly	כֹּה
thusly	כָּכָה
thusly	כֵּן
so	כָּךְ
so	כֹּה
so	כָּכָה
so	כֵּן
mailing	!הַצָּבָה
posting	!הַצָּבָה
change	שִׁנָּה
alter	שִׁנָּה
vary	שִׁנָּה
gunfire	יֶרִי
gunshot	יֶרִי
modify	שִׁנָּה
previous	קוֹדֵם
old	קוֹדֵם
back-to-back	!רָצוּף
consecutive	!רָצוּף
following	בָּא
next	בָּא
foul ball	GAP!
out	חוּץ
personally	אִישִׁית
in person	אִישִׁית
mouth-watering	טָעִים
savory	טָעִים
savoury	טָעִים
whip	הַצְלָפָה
whip	צְלִיפָה
lash	הַצְלָפָה
lash	צְלִיפָה
whiplash	הַצְלָפָה
whiplash	צְלִיפָה
punch	אֶגְרוֹף
punch	בּוֹקְס
punch	סְנוֹקֶרֶת
clout	אֶגְרוֹף
clout	בּוֹקְס
clout	סְנוֹקֶרֶת
poke	אֶגְרוֹף
poke	בּוֹקְס
poke	סְנוֹקֶרֶת
lick	אֶגְרוֹף
lick	בּוֹקְס
lick	סְנוֹקֶרֶת
biff	אֶגְרוֹף
biff	בּוֹקְס
biff	סְנוֹקֶרֶת
slug	אֶגְרוֹף
slug	בּוֹקְס
slug	סְנוֹקֶרֶת
proper	מַתְאִים
proper	נָכוֹן
right	מַתְאִים
right	נָכוֹן
free kick	קֶרֶן
alternately	לְסֵרוּגִין
alternately	חֲלִיפוֹת
probably	מִן-הַסְּתָם
probably	קָרוֹב-לְוַדַּאי
probably	כַּנִּרְאֶה
likely	מִן-הַסְּתָם
likely	קָרוֹב-לְוַדַּאי
likely	כַּנִּרְאֶה
in all likelihood	מִן-הַסְּתָם
in all likelihood	קָרוֹב-לְוַדַּאי
in all likelihood	כַּנִּרְאֶה
in all probability	מִן-הַסְּתָם
in all probability	קָרוֹב-לְוַדַּאי
in all probability	כַּנִּרְאֶה
belike	מִן-הַסְּתָם
belike	קָרוֹב-לְוַדַּאי
belike	כַּנִּרְאֶה
interception	חֲטִיפָה
comparison	הַשְׁוָאָה
comparing	הַשְׁוָאָה
tickle	!דִּגְדּוּג
tickling	!דִּגְדּוּג
titillation	!דִּגְדּוּג
surely	בְּוַדַּאי
surely	בֶּטַח
certainly	בְּוַדַּאי
certainly	בֶּטַח
sure	בְּוַדַּאי
sure	בֶּטַח
for sure	בְּוַדַּאי
for sure	בֶּטַח
for certain	בְּוַדַּאי
for certain	בֶּטַח
sure enough	בְּוַדַּאי
sure enough	בֶּטַח
sure as shooting	בְּוַדַּאי
sure as shooting	בֶּטַח
caress	לִטּוּף
caress	לְטִיפָה
joining	חִבּוּר
connection	חִבּוּר
connexion	חִבּוּר
sufficiently	!דֵּי
enough	!דֵּי
plenty	!דֵּי
such	!כָּל כָּךְ
tightening	חִזּוּק
tightening	הִדּוּק
crafty	תַּחְבְּלָן
crafty	עָרוּם
crafty	עַרְמוּמִי
cunning	תַּחְבְּלָן
cunning	עָרוּם
cunning	עַרְמוּמִי
dodgy	תַּחְבְּלָן
dodgy	עָרוּם
dodgy	עַרְמוּמִי
foxy	תַּחְבְּלָן
foxy	עָרוּם
foxy	עַרְמוּמִי
guileful	תַּחְבְּלָן
guileful	עָרוּם
guileful	עַרְמוּמִי
knavish	תַּחְבְּלָן
knavish	עָרוּם
knavish	עַרְמוּמִי
slick	תַּחְבְּלָן
slick	עָרוּם
slick	עַרְמוּמִי
sly	תַּחְבְּלָן
sly	עָרוּם
sly	עַרְמוּמִי
tricksy	תַּחְבְּלָן
tricksy	עָרוּם
tricksy	עַרְמוּמִי
tricky	תַּחְבְּלָן
tricky	עָרוּם
tricky	עַרְמוּמִי
wily	תַּחְבְּלָן
wily	עָרוּם
wily	עַרְמוּמִי
bonding	!הַלְחָמָה
soldering	!הַלְחָמָה
grounding	הַאֲרָקָה
earthing	הַאֲרָקָה
in fact	!לְמַעֲשֶׂה
in fact	!בְּעֶצֶם
in fact	!דַּוְקָא
in fact	!בְּפֹעַל
in point of fact	!לְמַעֲשֶׂה
in point of fact	!בְּעֶצֶם
in point of fact	!דַּוְקָא
in point of fact	!בְּפֹעַל
as a matter of fact	!לְמַעֲשֶׂה
as a matter of fact	!בְּעֶצֶם
as a matter of fact	!דַּוְקָא
as a matter of fact	!בְּפֹעַל
tying	קְשִׁירָה
ligature	קְשִׁירָה
welding	רִתּוּךְ
actually	!לְמַעֲשֶׂה
really	!לְמַעֲשֶׂה
decrease	יָרַד
decrease	קָטַן
decrease	הִצְטַמְצֵם
diminish	יָרַד
diminish	קָטַן
diminish	הִצְטַמְצֵם
lessen	יָרַד
lessen	קָטַן
lessen	הִצְטַמְצֵם
fall	יָרַד
fall	קָטַן
fall	הִצְטַמְצֵם
diagnosis	אִבְחוּן
diagnosis	אַבְחָנָה
diagnosing	אִבְחוּן
diagnosing	אַבְחָנָה
medical diagnosis	אַבְחָנָה
medical diagnosis	דִּיאַגְנוֹזָה
increase	הִגְדִּיל
rise	עָלָה
go up	עָלָה
climb	עָלָה
by heart	בְּעַל-פֶּה
by heart	עַל-פֶּה
by memory	בְּעַל-פֶּה
by memory	עַל-פֶּה
increase	גָּדַל
completely	בִּמְלוֹאוֹ
precisely	בְּדִיּוּק
exactly	בְּדִיּוּק
just	בְּדִיּוּק
raise	הֶעֱלָה
seduction	כִּבּוּשׁ
closely	!כִּמְעַט
intimately	!כִּמְעַט
nearly	!כִּמְעַט
relatively	יַחֲסִית
relatively	בְּאֹפֶן-יַחֲסִי
comparatively	יַחֲסִית
comparatively	בְּאֹפֶן-יַחֲסִי
change	הֵמִיר
exchange	שִׁנָּה
exchange	הֵמִיר
commute	שִׁנָּה
commute	הֵמִיר
convert	שִׁנָּה
convert	הֵמִיר
choice	בְּחִירָה
selection	בְּחִירָה
option	בְּחִירָה
pick	בְּחִירָה
slowly	לְאַט
slow	לְאַט
easy	לְאַט
tardily	לְאַט
in case	!בְּמִקְרֶה
just in case	!בְּמִקְרֶה
ordination	!הַסְמָכָה
ordinance	!הַסְמָכָה
in practice	!לְמַעֲשֶׂה
secretly	בַּחֲשַׁאי
in secret	בַּחֲשַׁאי
on the Q.T.	בַּחֲשַׁאי
on the QT	בַּחֲשַׁאי
vainly	לַשָּׁוְא
vainly	לְלֹא-הוֹעִיל
in vain	לַשָּׁוְא
in vain	לְלֹא-הוֹעִיל
change	הֶחְלִיף
on the spur of the moment	!לְפֶתַע
big	GAP!
enceinte	GAP!
expectant	GAP!
gravid	GAP!
great	GAP!
large	GAP!
heavy	GAP!
with child	GAP!
instrument	מַכְשִׁיר
instrument	כְּלִי
tool	מַכְשִׁיר
tool	כְּלִי
road	!דֶּרֶךְ
temporary expedient	אִלְתּוּר
empowered	!מֻרְשֶׁה
sceptered	!מֻרְשֶׁה
sceptred	!מֻרְשֶׁה
husk	!קִלֵּף
shell	!קִלֵּף
once	בְּרֶגַע-שֶׁ
clear off	פִּנָּה
clear away	פִּנָּה
vigorously	!נִמְרָצוֹת
smartly	!נִמְרָצוֹת
election	בְּחִירוֹת
manual	יְדָנִי
true	!נָכוֹן
admittedly	!נָכוֹן
avowedly	!נָכוֹן
confessedly	!נָכוֹן
equation	!מִשְׁוָאָה
equating	!מִשְׁוָאָה
midwifery	יִלּוּד
goal	גּוֹל
goal	שַׁעַר
namely	דְּהַיְנוּ
namely	הַיְנוּ
namely	כְּלוֹמַר
viz.	דְּהַיְנוּ
viz.	הַיְנוּ
viz.	כְּלוֹמַר
that is to say	דְּהַיְנוּ
that is to say	הַיְנוּ
that is to say	כְּלוֹמַר
to wit	דְּהַיְנוּ
to wit	הַיְנוּ
to wit	כְּלוֹמַר
videlicet	דְּהַיְנוּ
videlicet	הַיְנוּ
videlicet	כְּלוֹמַר
sleepy	יַשְׁנוּנִי
sleepy-eyed	יַשְׁנוּנִי
sleepyheaded	יַשְׁנוּנִי
punctuate	פִּסֵּק
mark	פִּסֵּק
basket	סַל
field goal	סַל
stealthily	בִּגְנֵבָה
awful	נוֹרָא
awful	אָיֹם
dire	נוֹרָא
dire	אָיֹם
direful	נוֹרָא
direful	אָיֹם
dread	נוֹרָא
dread	אָיֹם
dreaded	נוֹרָא
dreaded	אָיֹם
dreadful	נוֹרָא
dreadful	אָיֹם
fearful	נוֹרָא
fearful	אָיֹם
fearsome	נוֹרָא
fearsome	אָיֹם
frightening	נוֹרָא
frightening	אָיֹם
horrendous	נוֹרָא
horrendous	אָיֹם
horrific	נוֹרָא
horrific	אָיֹם
terrible	נוֹרָא
terrible	אָיֹם
hairy	GAP!
properly	כַּהֹגֶן
properly	כַּהֲלָכָה
properly	כַּיָּאוּת
properly	כָּרָאוּי
decently	כַּהֹגֶן
decently	כַּהֲלָכָה
decently	כַּיָּאוּת
decently	כָּרָאוּי
decent	כַּהֹגֶן
decent	כַּהֲלָכָה
decent	כַּיָּאוּת
decent	כָּרָאוּי
in good order	כַּהֹגֶן
in good order	כַּהֲלָכָה
in good order	כַּיָּאוּת
in good order	כָּרָאוּי
right	כַּהֹגֶן
right	כַּהֲלָכָה
right	כַּיָּאוּת
right	כָּרָאוּי
the right way	כַּהֹגֶן
the right way	כַּהֲלָכָה
the right way	כַּיָּאוּת
the right way	כָּרָאוּי
scald	!הִגְעִיל
replacement	הַחְלָפָה
replacing	הַחְלָפָה
promotion	הַעֲלָאָה-בְּדַרְגָּה
promotion	קִדּוּם
edit	עָרַךְ
redact	עָרַךְ
passage	!מַעֲבָר
transition	!מַעֲבָר
meddling	בְּחִישָׁה
tampering	בְּחִישָׁה
resistance	!הִתְנַגְּדוּת
opposition	!הִתְנַגְּדוּת
avoidance	הִמָּנְעוּת
turning away	הִמָּנְעוּת
shunning	הִמָּנְעוּת
dodging	הִמָּנְעוּת
correctly	נְכוֹנָה
correctly	נָכוֹן
right	נְכוֹנָה
aright	נְכוֹנָה
aright	נָכוֹן
brash	!חָצוּף
cheeky	!חָצוּף
nervy	!חָצוּף
fresh	!חָצוּף
impertinent	!חָצוּף
impudent	!חָצוּף
overbold	!חָצוּף
smart	!חָצוּף
saucy	!חָצוּף
sassy	!חָצוּף
wise	!חָצוּף
abnegation	הִתְעַלּוּת
self-abnegation	הִתְעַלּוּת
denial	הִתְעַלּוּת
self-denial	הִתְעַלּוּת
self-renunciation	הִתְעַלּוּת
boycott	חֵרֶם
ejection	גֵּרוּשׁ
exclusion	גֵּרוּשׁ
expulsion	גֵּרוּשׁ
riddance	גֵּרוּשׁ
individually	לְחוּד
individually	בְּנִפְרָד
separately	לְחוּד
separately	בְּנִפְרָד
singly	לְחוּד
singly	בְּנִפְרָד
severally	לְחוּד
severally	בְּנִפְרָד
one by one	לְחוּד
one by one	בְּנִפְרָד
on an individual basis	לְחוּד
on an individual basis	בְּנִפְרָד
exile	גֵּרוּשׁ
exile	הַגְלָיָה
deportation	גֵּרוּשׁ
deportation	הַגְלָיָה
expatriation	גֵּרוּשׁ
expatriation	הַגְלָיָה
transportation	גֵּרוּשׁ
transportation	הַגְלָיָה
termination	סִיּוּם
termination	חֲתִימָה
ending	סִיּוּם
ending	חֲתִימָה
conclusion	סִיּוּם
conclusion	חֲתִימָה
spoil	הִתְקַלְקֵל
go bad	הִתְקַלְקֵל
freely	חָפְשִׁי
freely	בְּחָפְשִׁיּוּת
balding	מַקְרִיחַ
completion	הַשְׁלָמָה
completion	!סִיּוּם
culmination	הַשְׁלָמָה
culmination	!סִיּוּם
closing	הַשְׁלָמָה
closing	!סִיּוּם
windup	הַשְׁלָמָה
windup	!סִיּוּם
mop up	הַשְׁלָמָה
mop up	!סִיּוּם
hairy	שָׂעִיר
haired	שָׂעִיר
hirsute	שָׂעִיר
pickle	הֶחְמִיץ
pickle	כָּבַשׁ
extradition	הַסְגָּרָה
exemption	!חֲסִינוּת
immunity	!חֲסִינוּת
granting immunity	!חֲסִינוּת
destruction	!הֶרֶס
destruction	!הַחְרָבָה
devastation	!הֶרֶס
devastation	!הַחְרָבָה
beautiful	יָפֶה
dry	יִבֵּשׁ
dry out	יִבֵּשׁ
dry	הִתְיַבֵּשׁ
dry out	הִתְיַבֵּשׁ
upside down	הָפוּךְ
murder	רֶצַח
slaying	רֶצַח
execution	רֶצַח
strengthen	גִּבֵּר
strengthen	חִזֵּק
beef up	גִּבֵּר
beef up	חִזֵּק
fortify	גִּבֵּר
fortify	חִזֵּק
grotesque	מִפְלַצְתִּי
grotesque	גְּרוֹטֶסְקִי
monstrous	מִפְלַצְתִּי
monstrous	גְּרוֹטֶסְקִי
big-bellied	עַב-כָּרֶס
great bellied	עַב-כָּרֶס
malevolent	!מַמְאִיר
suffocation	!מַחֲנָק
suffocation	!חֶנֶק
asphyxiation	!מַחֲנָק
asphyxiation	!חֶנֶק
choking	!חֲנִיקָה
strangling	!חֲנִיקָה
strangulation	!חֲנִיקָה
throttling	!חֲנִיקָה
poisonous	אַרְסִי
venomous	אַרְסִי
vicious	אַרְסִי
intensify	הִתְגַּבֵּר
intensify	הִתְעַצֵּם
intensify	הִתְחַזֵּק
intensify	גָּבַר
deepen	הִתְגַּבֵּר
deepen	הִתְעַצֵּם
deepen	הִתְחַזֵּק
deepen	גָּבַר
angrily	בְּזַעַם
angrily	בְּכַעַס
abolition	בִּטּוּל
abolishment	בִּטּוּל
enhance	הִגְבִּיר
heighten	הִגְבִּיר
raise	הִגְבִּיר
abortion	הַפָּלָה
spontaneous abortion	הַפָּלָה-טִבְעִית
miscarriage	הַפָּלָה-טִבְעִית
stillbirth	הַפָּלָה-טִבְעִית
grow	!גִּדֵּל
abrogation	בִּטּוּל
repeal	בִּטּוּל
annulment	בִּטּוּל
cancellation	בִּטּוּל
beginning	!הַתְחָלָה
start	!הַתְחָלָה
commencement	!הַתְחָלָה
joint	GAP!
quadrilateral	מְרֻבָּע
four-sided	מְרֻבָּע
oxidize	הִתְחַמְצֵן
oxidize	חִמְצֵן
oxidise	הִתְחַמְצֵן
oxidise	חִמְצֵן
oxidate	הִתְחַמְצֵן
oxidate	חִמְצֵן
initiation	בְּרִיאַת הָעוֹלָם
founding	בְּרִיאַת הָעוֹלָם
foundation	בְּרִיאַת הָעוֹלָם
institution	בְּרִיאַת הָעוֹלָם
origination	בְּרִיאַת הָעוֹלָם
creation	בְּרִיאַת הָעוֹלָם
innovation	בְּרִיאַת הָעוֹלָם
introduction	בְּרִיאַת הָעוֹלָם
instauration	בְּרִיאַת הָעוֹלָם
shrivel	הִצְטַמֵּק
shrivel up	הִצְטַמֵּק
shrink	הִצְטַמֵּק
wither	הִצְטַמֵּק
resumption	חִדּוּשׁ
recommencement	חִדּוּשׁ
unionization	הִתְאַגְּדוּת
unionisation	הִתְאַגְּדוּת
unite	אִחֵד
unify	אִחֵד
merge	אִחֵד
cooking	בִּשּׁוּל
cookery	בִּשּׁוּל
preparation	בִּשּׁוּל
bronzed	שָׁזוּף
suntanned	שָׁזוּף
tanned	שָׁזוּף
frying	טִגּוּן
sauteing	טִגּוּן
unblemished	!חָלָק
unmarred	!חָלָק
unmutilated	!חָלָק
roasting	!צְלִיָּה
seasoning	תִּבְלוּן
seasoning	תִּבּוּל
progress	הִתְקַדֵּם
come on	הִתְקַדֵּם
come along	הִתְקַדֵּם
advance	הִתְקַדֵּם
get on	הִתְקַדֵּם
get along	הִתְקַדֵּם
shape up	הִתְקַדֵּם
particularly	בִּפְרָט
in particular	בִּמְיֻחָד
in particular	בִּפְרָט
improvement	!שִׁפּוּר
advancement	קִדּוּם
advancement	הִתְקַדְּמוּת
progress	קִדּוּם
progress	הִתְקַדְּמוּת
audacious	לְלֹא-חַת
audacious	עַז-נֶפֶשׁ
audacious	אַמִּיץ-לֵב
brave	לְלֹא-חַת
brave	עַז-נֶפֶשׁ
brave	אַמִּיץ-לֵב
dauntless	לְלֹא-חַת
dauntless	עַז-נֶפֶשׁ
dauntless	אַמִּיץ-לֵב
fearless	לְלֹא-חַת
fearless	עַז-נֶפֶשׁ
fearless	אַמִּיץ-לֵב
hardy	לְלֹא-חַת
hardy	עַז-נֶפֶשׁ
hardy	אַמִּיץ-לֵב
intrepid	לְלֹא-חַת
intrepid	עַז-נֶפֶשׁ
intrepid	אַמִּיץ-לֵב
unfearing	לְלֹא-חַת
unfearing	עַז-נֶפֶשׁ
unfearing	אַמִּיץ-לֵב
cleaning	נִקָּיוֹן
cleaning	נִקּוּי
cleansing	נִקָּיוֹן
cleansing	נִקּוּי
cleanup	נִקָּיוֹן
cleanup	נִקּוּי
sweeping	טִאטוּא
sweeping	טֵאוּט
purification	טִהוּר
chained	כָּבוּל
enchained	כָּבוּל
tied	קָשׁוּר
fastened	קָשׁוּר
shave	גִּלּוּחַ
shaving	גִּלּוּחַ
